NAICS Code,NAICS Description,Total Employment,State
42,Wholesale trade,23924.0,New Hampshire
44-45,Retail trade,95002.0,New Hampshire
48-49,Transportation and warehousing,12184.0,New Hampshire
51,Information,13139.0,New Hampshire
52,Finance and insurance,24287.0,New Hampshire
53,Real estate and rental and leasing,6652.0,New Hampshire
54,"Professional, scientific, and technical services",29444.0,New Hampshire
55,Management of companies and enterprises,16872.0,New Hampshire
56,Administrative and support and waste management and remediation services,47610.0,New Hampshire
61,Educational services,27428.0,New Hampshire
62,Health care and social assistance,86333.0,New Hampshire
71,"Arts, entertainment, and recreation",11914.0,New Hampshire
72,Accommodation and food services,51678.0,New Hampshire
81,Other services (except public administration),20919.0,New Hampshire
99,Industries not classified,67.0,New Hampshire
--,Total,3367169.0,New Jersey
11,"Agriculture, forestry, fishing and hunting",1721.0,New Jersey
21,"Mining, quarrying, and oil and gas extraction",1255.0,New Jersey
22,Utilities,18018.0,New Jersey
23,Construction,132555.0,New Jersey
31-33,Manufacturing,235161.0,New Jersey
42,Wholesale trade,251510.0,New Jersey
44-45,Retail trade,429216.0,New Jersey
48-49,Transportation and warehousing,152675.0,New Jersey
51,Information,98038.0,New Jersey
52,Finance and insurance,195280.0,New Jersey
53,Real estate and rental and leasing,56005.0,New Jersey
54,"Professional, scientific, and technical services",317389.0,New Jersey
55,Management of companies and enterprises,128542.0,New Jersey
56,Administrative and support and waste management and remediation services,257218.0,New Jersey
61,Educational services,94563.0,New Jersey
62,Health care and social assistance,524392.0,New Jersey
71,"Arts, entertainment, and recreation",53121.0,New Jersey
72,Accommodation and food services,274955.0,New Jersey
81,Other services (except public administration),145248.0,New Jersey
99,Industries not classified,0.0,New Jersey
--,Total,600165.0,New Mexico
11,"Agriculture, forestry, fishing and hunting",489.0,New Mexico
21,"Mining, quarrying, and oil and gas extraction",14575.0,New Mexico
22,Utilities,5017.0,New Mexico
23,Construction,41359.0,New Mexico
31-33,Manufacturing,27873.0,New Mexico
42,Wholesale trade,20663.0,New Mexico
44-45,Retail trade,94428.0,New Mexico
48-49,Transportation and warehousing,15757.0,New Mexico
51,Information,13032.0,New Mexico
52,Finance and insurance,24013.0,New Mexico
53,Real estate and rental and leasing,9898.0,New Mexico
54,"Professional, scientific, and technical services",47224.0,New Mexico
55,Management of companies and enterprises,6066.0,New Mexico
56,Administrative and support and waste management and remediation services,40576.0,New Mexico
61,Educational services,9946.0,New Mexico
62,Health care and social assistance,109432.0,New Mexico
71,"Arts, entertainment, and recreation",14007.0,New Mexico
72,Accommodation and food services,78767.0,New Mexico
81,Other services (except public administration),26929.0,New Mexico
99,Industries not classified,114.0,New Mexico
--,Total,7266189.0,New York
11,"Agriculture, forestry, fishing and hunting",3227.0,New York
21,"Mining, quarrying, and oil and gas extraction",3919.0,New York
22,Utilities,42155.0,New York
23,Construction,301502.0,New York
31-33,Manufacturing,434298.0,New York
42,Wholesale trade,346864.0,New York
44-45,Retail trade,864561.0,New York
48-49,Transportation and warehousing,221820.0,New York
51,Information,267747.0,New York
52,Finance and insurance,528801.0,New York
53,Real estate and rental and leasing,160109.0,New York
54,"Professional, scientific, and technical services",565721.0,New York
55,Management of companies and enterprises,177547.0,New York
56,Administrative and support and waste management and remediation services,465186.0,New York
61,Educational services,375801.0,New York
62,Health care and social assistance,1388458.0,New York
71,"Arts, entertainment, and recreation",152476.0,New York
72,Accommodation and food services,616416.0,New York
81,Other services (except public administration),348605.0,New York
99,Industries not classified,0.0,New York
--,Total,3234595.0,North Carolina
11,"Agriculture, forestry, fishing and hunting",4370.0,North Carolina
21,"Mining, quarrying, and oil and gas extraction",2848.0,North Carolina
22,Utilities,19636.0,North Carolina
23,Construction,174629.0,North Carolina
31-33,Manufacturing,399897.0,North Carolina
42,Wholesale trade,161807.0,North Carolina
44-45,Retail trade,438438.0,North Carolina
48-49,Transportation and warehousing,104465.0,North Carolina
51,Information,74249.0,North Carolina
52,Finance and insurance,164353.0,North Carolina
53,Real estate and rental and leasing,47256.0,North Carolina
54,"Professional, scientific, and technical services",179899.0,North Carolina
55,Management of companies and enterprises,73497.0,North Carolina
56,Administrative and support and waste management and remediation services,223603.0,North Carolina
61,Educational services,86822.0,North Carolina
62,Health care and social assistance,541331.0,North Carolina
71,"Arts, entertainment, and recreation",54834.0,North Carolina
72,Accommodation and food services,337988.0,North Carolina
81,Other services (except public administration),144035.0,North Carolina
99,Industries not classified,0.0,North Carolina
--,Total,294907.0,North Dakota
11,"Agriculture, forestry, fishing and hunting",429.0,North Dakota
21,"Mining, quarrying, and oil and gas extraction",8396.0,North Dakota
22,Utilities,0.0,North Dakota
23,Construction,18728.0,North Dakota
31-33,Manufacturing,21996.0,North Dakota
42,Wholesale trade,19104.0,North Dakota
44-45,Retail trade,44904.0,North Dakota
48-49,Transportation and warehousing,12188.0,North Dakota
51,Information,7309.0,North Dakota
52,Finance and insurance,17109.0,North Dakota
53,Real estate and rental and leasing,3699.0,North Dakota
54,"Professional, scientific, and technical services",11212.0,North Dakota
55,Management of companies and enterprises,4529.0,North Dakota
56,Administrative and support and waste management and remediation services,11454.0,North Dakota
61,Educational services,4723.0,North Dakota
62,Health care and social assistance,54873.0,North Dakota
71,"Arts, entertainment, and recreation",5238.0,North Dakota
72,Accommodation and food services,31961.0,North Dakota
81,Other services (except public administration),13474.0,North Dakota
99,Industries not classified,0.0,North Dakota
--,Total,4352481.0,Ohio
11,"Agriculture, forestry, fishing and hunting",1333.0,Ohio
21,"Mining, quarrying, and oil and gas extraction",9043.0,Ohio
22,Utilities,0.0,Ohio
23,Construction,161336.0,Ohio
31-33,Manufacturing,599130.0,Ohio
42,Wholesale trade,210536.0,Ohio
44-45,Retail trade,543051.0,Ohio
48-49,Transportation and warehousing,148593.0,Ohio
51,Information,88566.0,Ohio
52,Finance and insurance,245566.0,Ohio
53,Real estate and rental and leasing,59899.0,Ohio
54,"Professional, scientific, and technical services",228364.0,Ohio
55,Management of companies and enterprises,143743.0,Ohio
56,Administrative and support and waste management and remediation services,304019.0,Ohio
61,Educational services,107451.0,Ohio
62,Health care and social assistance,789118.0,Ohio
71,"Arts, entertainment, and recreation",58819.0,Ohio
72,Accommodation and food services,422103.0,Ohio
81,Other services (except public administration),205668.0,Ohio
99,Industries not classified,357.0,Ohio
--,Total,1241168.0,Oklahoma
11,"Agriculture, forestry, fishing and hunting",949.0,Oklahoma
21,"Mining, quarrying, and oil and gas extraction",41007.0,Oklahoma
22,Utilities,7850.0,Oklahoma
23,Construction,63241.0,Oklahoma
31-33,Manufacturing,119236.0,Oklahoma
42,Wholesale trade,56752.0,Oklahoma
44-45,Retail trade,168850.0,Oklahoma
48-49,Transportation and warehousing,43072.0,Oklahoma
51,Information,29860.0,Oklahoma
52,Finance and insurance,60236.0,Oklahoma
53,Real estate and rental and leasing,23465.0,Oklahoma
54,"Professional, scientific, and technical services",63021.0,Oklahoma
55,Management of companies and enterprises,27316.0,Oklahoma
56,Administrative and support and waste management and remediation services,89001.0,Oklahoma
61,Educational services,19335.0,Oklahoma
62,Health care and social assistance,209144.0,Oklahoma
71,"Arts, entertainment, and recreation",26345.0,Oklahoma
72,Accommodation and food services,130838.0,Oklahoma
81,Other services (except public administration),61419.0,Oklahoma
99,Industries not classified,0.0,Oklahoma
--,Total,1351164.0,Oregon
11,"Agriculture, forestry, fishing and hunting",11717.0,Oregon
21,"Mining, quarrying, and oil and gas extraction",1456.0,Oregon
22,Utilities,7395.0,Oregon
23,Construction,66906.0,Oregon
31-33,Manufacturing,143556.0,Oregon
42,Wholesale trade,80074.0,Oregon
44-45,Retail trade,182579.0,Oregon
48-49,Transportation and warehousing,49871.0,Oregon
51,Information,34533.0,Oregon
52,Finance and insurance,59102.0,Oregon
53,Real estate and rental and leasing,27505.0,Oregon
54,"Professional, scientific, and technical services",95378.0,Oregon
55,Management of companies and enterprises,37247.0,Oregon
56,Administrative and support and waste management and remediation services,76362.0,Oregon
61,Educational services,40308.0,Oregon
62,Health care and social assistance,207944.0,Oregon
71,"Arts, entertainment, and recreation",24064.0,Oregon
72,Accommodation and food services,143753.0,Oregon
81,Other services (except public administration),61096.0,Oregon
99,Industries not classified,318.0,Oregon
--,Total,4976193.0,Pennsylvania
11,"Agriculture, forestry, fishing and hunting",3029.0,Pennsylvania
21,"Mining, quarrying, and oil and gas extraction",22685.0,Pennsylvania
22,Utilities,31133.0,Pennsylvania
23,Construction,220945.0,Pennsylvania
31-33,Manufacturing,542667.0,Pennsylvania
42,Wholesale trade,233670.0,Pennsylvania
44-45,Retail trade,645005.0,Pennsylvania
48-49,Transportation and warehousing,190039.0,Pennsylvania
51,Information,115761.0,Pennsylvania
52,Finance and insurance,261779.0,Pennsylvania
53,Real estate and rental and leasing,63592.0,Pennsylvania
54,"Professional, scientific, and technical services",308837.0,Pennsylvania
55,Management of companies and enterprises,141752.0,Pennsylvania
56,Administrative and support and waste management and remediation services,273357.0,Pennsylvania
61,Educational services,244712.0,Pennsylvania
62,Health care and social assistance,929267.0,Pennsylvania
71,"Arts, entertainment, and recreation",85568.0,Pennsylvania
72,Accommodation and food services,421772.0,Pennsylvania
81,Other services (except public administration),240206.0,Pennsylvania
99,Industries not classified,0.0,Pennsylvania
--,Total,399000.0,Rhode Island
11,"Agriculture, forestry, fishing and hunting",98.0,Rhode Island
21,"Mining, quarrying, and oil and gas extraction",144.0,Rhode Island
22,Utilities,1136.0,Rhode Island
23,Construction,16079.0,Rhode Island
31-33,Manufacturing,40628.0,Rhode Island
42,Wholesale trade,18239.0,Rhode Island
44-45,Retail trade,46006.0,Rhode Island
48-49,Transportation and warehousing,9617.0,Rhode Island
51,Information,7061.0,Rhode Island
52,Finance and insurance,25850.0,Rhode Island
53,Real estate and rental and leasing,5575.0,Rhode Island
54,"Professional, scientific, and technical services",23097.0,Rhode Island
55,Management of companies and enterprises,8868.0,Rhode Island
56,Administrative and support and waste management and remediation services,21048.0,Rhode Island
61,Educational services,25550.0,Rhode Island
62,Health care and social assistance,83998.0,Rhode Island
71,"Arts, entertainment, and recreation",8124.0,Rhode Island
72,Accommodation and food services,41059.0,Rhode Island
81,Other services (except public administration),16767.0,Rhode Island
99,Industries not classified,0.0,Rhode Island
--,Total,1502853.0,South Carolina
11,"Agriculture, forestry, fishing and hunting",4277.0,South Carolina
21,"Mining, quarrying, and oil and gas extraction",999.0,South Carolina
22,Utilities,11831.0,South Carolina
23,Construction,85283.0,South Carolina
31-33,Manufacturing,204251.0,South Carolina
42,Wholesale trade,59186.0,South Carolina
44-45,Retail trade,217558.0,South Carolina
48-49,Transportation and warehousing,48546.0,South Carolina
51,Information,32330.0,South Carolina
52,Finance and insurance,67508.0,South Carolina
53,Real estate and rental and leasing,25128.0,South Carolina
54,"Professional, scientific, and technical services",78343.0,South Carolina
55,Management of companies and enterprises,23840.0,South Carolina
56,Administrative and support and waste management and remediation services,122322.0,South Carolina
61,Educational services,30005.0,South Carolina
62,Health care and social assistance,215865.0,South Carolina
71,"Arts, entertainment, and recreation",23794.0,South Carolina
72,Accommodation and food services,174563.0,South Carolina
81,Other services (except public administration),76953.0,South Carolina
99,Industries not classified,271.0,South Carolina
--,Total,329163.0,South Dakota
11,"Agriculture, forestry, fishing and hunting",546.0,South Dakota
21,"Mining, quarrying, and oil and gas extraction",868.0,South Dakota
22,Utilities,2198.0,South Dakota
23,Construction,17868.0,South Dakota
31-33,Manufacturing,39100.0,South Dakota
42,Wholesale trade,16717.0,South Dakota
44-45,Retail trade,50598.0,South Dakota
48-49,Transportation and warehousing,9004.0,South Dakota
51,Information,7066.0,South Dakota
52,Finance and insurance,25630.0,South Dakota
53,Real estate and rental and leasing,3577.0,South Dakota
54,"Professional, scientific, and technical services",10753.0,South Dakota
55,Management of companies and enterprises,5378.0,South Dakota
56,Administrative and support and waste management and remediation services,11203.0,South Dakota
61,Educational services,7787.0,South Dakota
62,Health care and social assistance,61993.0,South Dakota
71,"Arts, entertainment, and recreation",6203.0,South Dakota
72,Accommodation and food services,37620.0,South Dakota
81,Other services (except public administration),15006.0,South Dakota
99,Industries not classified,0.0,South Dakota
--,Total,2264032.0,Tennessee
11,"Agriculture, forestry, fishing and hunting",1335.0,Tennessee
21,"Mining, quarrying, and oil and gas extraction",3306.0,Tennessee
22,Utilities,3536.0,Tennessee
23,Construction,98191.0,Tennessee
31-33,Manufacturing,286974.0,Tennessee
42,Wholesale trade,113040.0,Tennessee
44-45,Retail trade,301748.0,Tennessee
48-49,Transportation and warehousing,113438.0,Tennessee
51,Information,47899.0,Tennessee
52,Finance and insurance,110546.0,Tennessee
53,Real estate and rental and leasing,32827.0,Tennessee
54,"Professional, scientific, and technical services",101186.0,Tennessee
55,Management of companies and enterprises,71222.0,Tennessee
56,Administrative and support and waste management and remediation services,185464.0,Tennessee
61,Educational services,57016.0,Tennessee
62,Health care and social assistance,367826.0,Tennessee
71,"Arts, entertainment, and recreation",29833.0,Tennessee
72,Accommodation and food services,229482.0,Tennessee
81,Other services (except public administration),108894.0,Tennessee
99,Industries not classified,0.0,Tennessee
--,Total,8785238.0,Texas
11,"Agriculture, forestry, fishing and hunting",6419.0,Texas
21,"Mining, quarrying, and oil and gas extraction",162655.0,Texas
22,Utilities,47548.0,Texas
23,Construction,539542.0,Texas
31-33,Manufacturing,730551.0,Texas
42,Wholesale trade,455290.0,Texas
44-45,Retail trade,1127032.0,Texas
48-49,Transportation and warehousing,351410.0,Texas
51,Information,230235.0,Texas
52,Finance and insurance,452435.0,Texas
53,Real estate and rental and leasing,169123.0,Texas
54,"Professional, scientific, and technical services",565564.0,Texas
55,Management of companies and enterprises,257114.0,Texas
56,Administrative and support and waste management and remediation services,830284.0,Texas
61,Educational services,150414.0,Texas
62,Health care and social assistance,1280332.0,Texas
71,"Arts, entertainment, and recreation",113755.0,Texas
72,Accommodation and food services,908665.0,Texas
81,Other services (except public administration),405132.0,Texas
99,Industries not classified,1738.0,Texas
--,Total,1021143.0,Utah
11,"Agriculture, forestry, fishing and hunting",505.0,Utah
21,"Mining, quarrying, and oil and gas extraction",9369.0,Utah
22,Utilities,4633.0,Utah
23,Construction,59767.0,Utah
31-33,Manufacturing,106959.0,Utah
42,Wholesale trade,52770.0,Utah
44-45,Retail trade,136346.0,Utah
48-49,Transportation and warehousing,42717.0,Utah
51,Information,33156.0,Utah
52,Finance and insurance,58122.0,Utah
53,Real estate and rental and leasing,18927.0,Utah
54,"Professional, scientific, and technical services",66628.0,Utah
55,Management of companies and enterprises,17546.0,Utah
56,Administrative and support and waste management and remediation services,101857.0,Utah
61,Educational services,37300.0,Utah
62,Health care and social assistance,118505.0,Utah
71,"Arts, entertainment, and recreation",18021.0,Utah
72,Accommodation and food services,91134.0,Utah
81,Other services (except public administration),46785.0,Utah
99,Industries not classified,96.0,Utah
--,Total,264099.0,Vermont
11,"Agriculture, forestry, fishing and hunting",434.0,Vermont
21,"Mining, quarrying, and oil and gas extraction",0.0,Vermont
22,Utilities,2067.0,Vermont
23,Construction,12847.0,Vermont
31-33,Manufacturing,30798.0,Vermont
42,Wholesale trade,10619.0,Vermont
44-45,Retail trade,38707.0,Vermont
48-49,Transportation and warehousing,5816.0,Vermont
51,Information,5355.0,Vermont
52,Finance and insurance,12324.0,Vermont
53,Real estate and rental and leasing,2899.0,Vermont
54,"Professional, scientific, and technical services",21099.0,Vermont
55,Management of companies and enterprises,2665.0,Vermont
56,Administrative and support and waste management and remediation services,7517.0,Vermont
61,Educational services,14217.0,Vermont
62,Health care and social assistance,50747.0,Vermont
71,"Arts, entertainment, and recreation",6878.0,Vermont
72,Accommodation and food services,29516.0,Vermont
81,Other services (except public administration),9053.0,Vermont
99,Industries not classified,91.0,Vermont
--,Total,2998278.0,Virginia
11,"Agriculture, forestry, fishing and hunting",3533.0,Virginia
21,"Mining, quarrying, and oil and gas extraction",8926.0,Virginia
22,Utilities,15050.0,Virginia
23,Construction,174092.0,Virginia
31-33,Manufacturing,234714.0,Virginia
42,Wholesale trade,102277.0,Virginia
44-45,Retail trade,401313.0,Virginia
48-49,Transportation and warehousing,89696.0,Virginia
51,Information,92955.0,Virginia
52,Finance and insurance,148525.0,Virginia
53,Real estate and rental and leasing,53742.0,Virginia
54,"Professional, scientific, and technical services",414977.0,Virginia
55,Management of companies and enterprises,55387.0,Virginia
56,Administrative and support and waste management and remediation services,232151.0,Virginia
61,Educational services,70638.0,Virginia
62,Health care and social assistance,387252.0,Virginia
71,"Arts, entertainment, and recreation",49224.0,Virginia
72,Accommodation and food services,300711.0,Virginia
81,Other services (except public administration),162682.0,Virginia
99,Industries not classified,0.0,Virginia
--,Total,2326731.0,Washington
11,"Agriculture, forestry, fishing and hunting",11847.0,Washington
21,"Mining, quarrying, and oil and gas extraction",2868.0,Washington
22,Utilities,8291.0,Washington
23,Construction,140964.0,Washington
31-33,Manufacturing,220380.0,Washington
42,Wholesale trade,119768.0,Washington
44-45,Retail trade,303625.0,Washington
48-49,Transportation and warehousing,79233.0,Washington
51,Information,112522.0,Washington
52,Finance and insurance,96379.0,Washington
53,Real estate and rental and leasing,46782.0,Washington
54,"Professional, scientific, and technical services",160632.0,Washington
55,Management of companies and enterprises,84864.0,Washington
56,Administrative and support and waste management and remediation services,124643.0,Washington
61,Educational services,50771.0,Washington
62,Health care and social assistance,370406.0,Washington
71,"Arts, entertainment, and recreation",60345.0,Washington
72,Accommodation and food services,223706.0,Washington
81,Other services (except public administration),108237.0,Washington
99,Industries not classified,0.0,Washington
--,Total,560450.0,West Virginia
11,"Agriculture, forestry, fishing and hunting",869.0,West Virginia
21,"Mining, quarrying, and oil and gas extraction",30091.0,West Virginia
22,Utilities,6444.0,West Virginia
23,Construction,26373.0,West Virginia
31-33,Manufacturing,52054.0,West Virginia
42,Wholesale trade,18681.0,West Virginia
44-45,Retail trade,86760.0,West Virginia
48-49,Transportation and warehousing,14517.0,West Virginia
51,Information,10357.0,West Virginia
52,Finance and insurance,18626.0,West Virginia
53,Real estate and rental and leasing,6394.0,West Virginia
54,"Professional, scientific, and technical services",24367.0,West Virginia
55,Management of companies and enterprises,5202.0,West Virginia
56,Administrative and support and waste management and remediation services,29701.0,West Virginia
61,Educational services,7479.0,West Virginia
62,Health care and social assistance,124688.0,West Virginia
71,"Arts, entertainment, and recreation",11051.0,West Virginia
72,Accommodation and food services,60663.0,West Virginia
81,Other services (except public administration),26079.0,West Virginia
99,Industries not classified,54.0,West Virginia
--,Total,2320696.0,Wisconsin
11,"Agriculture, forestry, fishing and hunting",2846.0,Wisconsin
21,"Mining, quarrying, and oil and gas extraction",2330.0,Wisconsin
22,Utilities,13484.0,Wisconsin
23,Construction,88779.0,Wisconsin
31-33,Manufacturing,409220.0,Wisconsin
42,Wholesale trade,105552.0,Wisconsin
44-45,Retail trade,293502.0,Wisconsin
48-49,Transportation and warehousing,93555.0,Wisconsin
51,Information,53333.0,Wisconsin
52,Finance and insurance,142277.0,Wisconsin
53,Real estate and rental and leasing,23518.0,Wisconsin
54,"Professional, scientific, and technical services",101932.0,Wisconsin
55,Management of companies and enterprises,62323.0,Wisconsin
56,Administrative and support and waste management and remediation services,123346.0,Wisconsin
61,Educational services,54121.0,Wisconsin
62,Health care and social assistance,382914.0,Wisconsin
71,"Arts, entertainment, and recreation",40391.0,Wisconsin
72,Accommodation and food services,218280.0,Wisconsin
81,Other services (except public administration),108680.0,Wisconsin
99,Industries not classified,0.0,Wisconsin
--,Total,205046.0,Wyoming
11,"Agriculture, forestry, fishing and hunting",209.0,Wyoming
21,"Mining, quarrying, and oil and gas extraction",23581.0,Wyoming
22,Utilities,2492.0,Wyoming
23,Construction,17797.0,Wyoming
31-33,Manufacturing,9746.0,Wyoming
42,Wholesale trade,7632.0,Wyoming
44-45,Retail trade,30608.0,Wyoming
48-49,Transportation and warehousing,9115.0,Wyoming
51,Information,3957.0,Wyoming
52,Finance and insurance,6932.0,Wyoming
53,Real estate and rental and leasing,4293.0,Wyoming
54,"Professional, scientific, and technical services",8999.0,Wyoming
55,Management of companies and enterprises,846.0,Wyoming
56,Administrative and support and waste management and remediation services,5862.0,Wyoming
61,Educational services,2063.0,Wyoming
62,Health care and social assistance,31820.0,Wyoming
71,"Arts, entertainment, and recreation",4290.0,Wyoming
72,Accommodation and food services,26089.0,Wyoming
81,Other services (except public administration),8648.0,Wyoming
99,Industries not classified,67.0,Wyoming
